run_id,request_id,stimulus_id,baseline_id,source_dataset,annotation_perspective,model_provider,model_id,condition,repetition,temperature,top_p,seed,prompt_id,prompt_hash,parsed_valence,parsed_arousal,parse_status,failure_reason,request_timestamp_utc,response_timestamp_utc,latency_ms,code_commit,config_hash,baseline_V,baseline_A,delta_V,delta_A,R,id,split,V,A,D,text,V_reader_scaled,A_reader_scaled,DA,DA_excluded_reason
20260824T092000Z_dryrun,acd134d8-66a0-4376-b5a0-d5a89f92f06c,emobank_defenders5_31_47,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,-0.9905532383922271,
20260824T092000Z_dryrun,fab79d9d-c62c-4181-bae0-71cce5eef0d2,emobank_hotel-california_27718_27751,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,-0.9656157585206696,
20260824T092000Z_dryrun,c9bfd3f8-dfb6-43e0-8d45-8a09fdbc2781,emobank_cable_spool_fort_116_125,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,-0.9818469348430662,
20260824T092000Z_dryrun,f4a7117d-7d4e-4680-b3d4-8e2f18f3fc9b,emobank_detroit_9593_9753,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,-0.8909061469019801,
20260824T092000Z_dryrun,5d53fb51-2a6e-4d1e-994c-5a6d4abe6ed1,emobank_WhereToHongKong_59648_59721,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,0.3713906763541037,
20260824T092000Z_dryrun,86356b75-a36e-46bb-b207-608e606428f7,emobank_Nathans_Bylichka_31628_31664,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,0.3713906763541037,
20260824T092000Z_dryrun,6ec28487-4a6f-4bb9-8ea3-92846bad6a7e,emobank_NYTnewswire9_5598_5682,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,-0.9191450300180578,
20260824T092000Z_dryrun,cf1b826a-c26f-4881-a152-b35988081d9c,emobank_SemEval_1271,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,0.9284766908852593,
20260824T092000Z_dryrun,cef9555e-053f-463e-bc94-290b54f06e4f,emobank_detroit_16320_16354,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,-0.4836861116901226,
20260824T092000Z_dryrun,c92bf21c-fbb2-47a4-a75f-dc38ff0c8110,emobank_audubon1_7168_7287,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,-0.6737538576856825,
20260824T092000Z_dryrun,d9be2b66-df64-4a7b-8e85-48eb44e2ea24,emobank_110CYL072_836_851,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,0.7897938556727004,
20260824T092000Z_dryrun,fb745889-2c06-4d6e-bcad-fb6290f3d8ab,emobank_detroit_16391_16421,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.455,0.185,0.7202152617285532,
20260824T092000Z_dryrun,974509f6-d7b4-4e4a-be2a-82c51bcc6fb7,emobank_captured_moments_22417_22430,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,0.5324511187414496,
20260824T092000Z_dryrun,5b69bf81-6ad6-415b-b9ab-bd8752da4609,emobank_Nathans_Bylichka_3531_3576,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.426460+00:00,2026-08-24T09:20:01.426473+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,0.39391929857916763,
20260824T092000Z_dryrun,a95dc8ae-b8e3-44e8-8790-ddf732303359,emobank_defenders5_31_47,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,-0.9905532383922271,
20260824T092000Z_dryrun,584bf728-e37b-4d04-a697-f1bf18a94101,emobank_hotel-california_27718_27751,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,-0.9656157585206696,
20260824T092000Z_dryrun,434c390d-4e13-4672-b517-6186c885c3a4,emobank_cable_spool_fort_116_125,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,-0.9818469348430662,
20260824T092000Z_dryrun,419c2d7b-15e9-4b92-8294-aa236037bf22,emobank_detroit_9593_9753,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,-0.8909061469019801,
20260824T092000Z_dryrun,060966db-59e0-48ee-8a1c-6b6cb8648487,emobank_WhereToHongKong_59648_59721,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,0.3713906763541037,
20260824T092000Z_dryrun,157141b2-0639-47de-8fc3-0165c68897e5,emobank_Nathans_Bylichka_31628_31664,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,0.3713906763541037,
20260824T092000Z_dryrun,fd3819fd-181f-474a-bbd1-6e13cd3d749d,emobank_NYTnewswire9_5598_5682,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,-0.9191450300180578,
20260824T092000Z_dryrun,a6956de5-aada-4f28-bfa3-a0b665163d02,emobank_SemEval_1271,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,0.9284766908852593,
20260824T092000Z_dryrun,1ac35feb-4899-4175-bfaf-7c02ae71146d,emobank_detroit_16320_16354,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,-0.4836861116901226,
20260824T092000Z_dryrun,1e8c0e46-1c29-4f02-8b03-9a2f4a6b556d,emobank_audubon1_7168_7287,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T09:20:01.446501+00:00,2026-08-24T09:20:01.446523+00:00,100,unknown,1445e4116656f849631a60ddbfacaf9966ca9dc8bc2c7def90019e8842f21d05,0.0,0.0,0.5,-0.2,0.5385164807134505,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,-0.6737538576856825,
