run_id,request_id,stimulus_id,baseline_id,source_dataset,annotation_perspective,model_provider,model_id,condition,repetition,temperature,top_p,seed,prompt_id,prompt_hash,parsed_valence,parsed_arousal,parse_status,failure_reason,request_timestamp_utc,response_timestamp_utc,latency_ms,code_commit,config_hash,baseline_V,baseline_A,delta_V,delta_A,R,id,split,V,A,D,text,V_reader_scaled,A_reader_scaled,DA,DA_excluded_reason
20260824T122040Z_dryrun,573aa67d-4bf9-4276-ad0e-a476630651d0,emobank_defenders5_31_47,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,-0.9905532383922271,
20260824T122040Z_dryrun,d7d7b37b-296a-4c61-a152-857ac9ca9780,emobank_hotel-california_27718_27751,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,-0.9656157585206696,
20260824T122040Z_dryrun,47b64fdf-4ab4-4122-8fe5-70266b7d5875,emobank_cable_spool_fort_116_125,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,-0.9818469348430662,
20260824T122040Z_dryrun,3632b7a5-3727-41a9-84ab-8f6d37d919ab,emobank_detroit_9593_9753,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,-0.8909061469019801,
20260824T122040Z_dryrun,71e7e3cc-46b5-423e-9b29-29b09d4bed6b,emobank_WhereToHongKong_59648_59721,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,0.3713906763541037,
20260824T122040Z_dryrun,55bce290-2fae-4d46-b6e8-8e5a972a3c88,emobank_Nathans_Bylichka_31628_31664,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,0.3713906763541037,
20260824T122040Z_dryrun,57f194bc-297f-42b7-ac5c-fb148582cd78,emobank_NYTnewswire9_5598_5682,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,-0.9191450300180578,
20260824T122040Z_dryrun,24877669-5458-48b3-b0fe-b8a6a9834f31,emobank_SemEval_1271,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,0.9284766908852593,
20260824T122040Z_dryrun,0579b275-792c-4675-9e9f-9fc0c8a9c42b,emobank_detroit_16320_16354,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,-0.4836861116901226,
20260824T122040Z_dryrun,e15710ea-bfb9-4548-9afc-867092d14678,emobank_audubon1_7168_7287,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,post,1,0.0,1.0,42,post_v1,53c0776eecd181385a0f6a0816b648db7b77dd7070021bef6072f75fa62b1c11,0.5,-0.2,success,,2026-08-24T12:20:41.109199+00:00,2026-08-24T12:20:41.109205+00:00,100,unknown,3eda4e6f15a197e982d81321f67a2d278520688ec848d9ee8a6c6b0e834ac9ba,0.0,0.0,0.5,-0.2,0.5385164807134505,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,-0.6737538576856825,
