run_id,request_id,stimulus_id,baseline_id,source_dataset,annotation_perspective,model_provider,model_id,condition,repetition,temperature,top_p,seed,system_prompt_id,system_prompt_hash,prompt_id,prompt_hash,code_commit,config_hash,request_timestamp_utc,latency_ms,raw_response_text,response_timestamp_utc,parsed_valence,parsed_arousal,parse_status,failure_reason,baseline_V,baseline_A,delta_V,delta_A,R,id,split,V,A,D,text,V_scaled,A_scaled,ADA,ADA_excluded_reason,Euclidean_Distance_to_Human
20260824T133214Z_api,8889173d-8f8c-4680-ad69-fe3819905ff2,emobank_audubon1_7168_7287,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:32:24.839398+00:00,2140.66743850708,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:32:26.980106+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,,zero_norm,0.42720018726587644
20260824T133214Z_api,155ace0b-0a63-40b4-abb3-33242b174b02,emobank_detroit_16391_16421,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:32:29.263045+00:00,1989.2246723175049,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:32:31.252311+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.455,0.185,,zero_norm,0.49117206760971255
20260824T133214Z_api,3ee0b1d1-dec1-4b17-a0cb-a728fc45409a,emobank_defenders5_31_47,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:32:32.959278+00:00,1084.7060680389404,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:32:34.044025+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,,zero_norm,0.5755215026391282
20260824T133214Z_api,d8d7a871-82bb-42af-80ba-a7997deb969d,emobank_captured_moments_22417_22430,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:32:39.582367+00:00,1877.648115158081,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:32:41.460060+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,,zero_norm,0.680073525436772
20260824T133214Z_api,3c482241-a964-4154-96e4-77679b51cd62,emobank_Nathans_Bylichka_31628_31664,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:32:41.460372+00:00,3262.1805667877197,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:32:44.722596+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,,zero_norm,0.375
20260824T133214Z_api,a5c8d87d-5957-452e-8597-2e8204ab28e9,emobank_detroit_16320_16354,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:32:50.163342+00:00,1505.3489208221436,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:32:51.668733+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,,zero_norm,0.4031128874149274
20260824T133214Z_api,85e8c1da-66b7-4444-8e6b-2cf92557b973,emobank_cable_spool_fort_116_125,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:32:55.299714+00:00,899.5134830474854,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:32:56.199269+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,,zero_norm,0.8321658488546618
20260824T133214Z_api,3a5ea2a9-e80a-4d6e-b6f5-8bf47e21efaf,emobank_hotel-california_27718_27751,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:32:56.199543+00:00,1681.2505722045898,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:32:57.880836+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,,zero_norm,0.4999999999999999
20260824T133214Z_api,9fcf5745-fb4f-4241-8c34-c74cf1bd8a7c,emobank_Nathans_Bylichka_3531_3576,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:33:03.073996+00:00,1776.191234588623,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:33:04.850231+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,,zero_norm,0.5656854249492379
20260824T133214Z_api,7c322580-11b2-44ce-af77-780bdd0fd515,emobank_WhereToHongKong_59648_59721,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:33:09.046848+00:00,2068.150281906128,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:33:11.115038+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,,zero_norm,0.3349999999999999
20260824T133214Z_api,62d44763-203b-4dae-8e96-d9adf9992412,emobank_SemEval_1271,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:33:12.114053+00:00,1885.1397037506104,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:33:13.999234+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,,zero_norm,0.07
20260824T133214Z_api,b4cf1971-b827-4bfd-b724-939de1efe6ce,emobank_110CYL072_836_851,baseline_gpt-4o_rep01_block0,EmoBank,reader,openai,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,2560c4a6abe7b9fd729cda77383002877e05e91c885c9728d9d1b1fa09a3e84f,2026-08-24T13:33:19.184833+00:00,2391.728162765503,"{""valence"": 5, ""arousal"": 5}",2026-08-24T13:33:21.576603+00:00,0.0,0.0,success,,0.0,0.0,0.0,0.0,0.0,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,,zero_norm,0.4526035793053343
