run_id,request_id,stimulus_id,baseline_id,source_dataset,annotation_perspective,model_provider,model_id,condition,repetition,temperature,top_p,seed,system_prompt_id,system_prompt_hash,prompt_id,prompt_hash,parsed_valence,parsed_arousal,raw_response_text,parse_status,failure_reason,request_timestamp_utc,response_timestamp_utc,latency_ms,code_commit,config_hash,baseline_V,baseline_A,delta_V,delta_A,R,id,split,V,A,D,text,V_reader_scaled,A_reader_scaled,DA,DA_excluded_reason,Euclidean_Distance_to_Human
20260824T124421Z_dryrun,cbb49435-846d-48b8-84a0-750e0771ec7d,emobank_defenders5_31_47,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,-0.9985195471971505,,1.1341186004999653
20260824T124421Z_dryrun,614ec5ad-a89a-47e0-89ce-41bb5e9575fb,emobank_hotel-california_27718_27751,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,-0.9838699100999075,,1.0547511554864493
20260824T124421Z_dryrun,9543aeea-b8e3-4bb3-9bdb-87b6918d3632,emobank_cable_spool_fort_116_125,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,-0.9942070475658493,,1.3892443989449805
20260824T124421Z_dryrun,d97188d5-5093-4cb6-bb02-adce39dc96e9,emobank_detroit_9593_9753,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,-0.925546956205677,,1.0700467279516348
20260824T124421Z_dryrun,e1afe924-b38e-45c0-bf18-ada829d65d4c,emobank_WhereToHongKong_59648_59721,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,0.4472135954999579,,0.5071735403192875
20260824T124421Z_dryrun,52ee2e0c-0c01-4823-9fc5-5545468ef95e,emobank_Nathans_Bylichka_31628_31664,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,0.4472135954999579,,0.5153882032022076
20260824T124421Z_dryrun,338098ad-48e6-4579-82e6-3e190a82e1ad,emobank_NYTnewswire9_5598_5682,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,-0.9486832980505138,,0.7083078426785914
20260824T124421Z_dryrun,dc9b1181-7a59-41ec-b060-74da80393909,emobank_SemEval_1271,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,0.8944271909999157,,0.4973932046178355
20260824T124421Z_dryrun,75644828-5eba-4b8e-936f-2c064743f065,emobank_detroit_16320_16354,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,-0.5547001962252291,,0.85146931829632
20260824T124421Z_dryrun,46f71d9c-b5f9-497c-b084-e82012cc9cd9,emobank_audubon1_7168_7287,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,-0.732793491626299,,0.9192388155425116
